File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF519GVE	bam	alignments	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000VXD, ENCFF643CGH	494931638	ENCODE Processing Pipeline	e31bbb788c62f1aef00040428ade11b4		https://www.encodeproject.org/files/ENCFF519GVE/@@download/ENCFF519GVE.bam	GRCh38				released	s3://encode-public/2017/01/05/73fda276-7bf8-4342-8d13-88de796a3d77/ENCFF519GVE.bam				
ENCFF962GER	bam	unfiltered alignments	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000VXD, ENCFF807MUK	880737510	ENCODE Processing Pipeline	3a48d059529dfdd1064d85f0b9c1a5f5		https://www.encodeproject.org/files/ENCFF962GER/@@download/ENCFF962GER.bam	hg19				released	s3://encode-public/2017/01/05/12df2fca-faa8-4915-b63d-7b5c88213ef4/ENCFF962GER.bam				
ENCFF920XYY	bam	unfiltered alignments	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000VXI, ENCFF807MUK	1110887097	ENCODE Processing Pipeline	e8cad1f1368d4ef66d6bf58fd2cf0e66		https://www.encodeproject.org/files/ENCFF920XYY/@@download/ENCFF920XYY.bam	hg19				released	s3://encode-public/2017/01/05/288c9c03-f5be-4c95-b328-34808ad26106/ENCFF920XYY.bam				
ENCFF205RMR	bam	alignments	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000VXD, ENCFF807MUK	493320684	ENCODE Processing Pipeline	445adae8bfe5c17c9dac401c0d8b0a0e		https://www.encodeproject.org/files/ENCFF205RMR/@@download/ENCFF205RMR.bam	hg19				released	s3://encode-public/2017/01/05/31c43a74-9f10-495f-9021-d3cfc17d8d82/ENCFF205RMR.bam				
ENCFF083VSQ	bam	alignments	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000VXI, ENCFF807MUK	669689385	ENCODE Processing Pipeline	b583afe624ddb0aab2f099ea62fae064		https://www.encodeproject.org/files/ENCFF083VSQ/@@download/ENCFF083VSQ.bam	hg19				released	s3://encode-public/2017/01/05/e33a6555-ffc8-468b-a9d4-52d53520673d/ENCFF083VSQ.bam				
ENCFF308RNF	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	194005028	ENCODE Processing Pipeline	4ce756473cfb60390b444d87a080db43		https://www.encodeproject.org/files/ENCFF308RNF/@@download/ENCFF308RNF.bigWig	hg19				released	s3://encode-public/2017/07/20/0a0f7620-11ea-4685-ae0e-56c3ea78fb91/ENCFF308RNF.bigWig				
ENCFF505BOW	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	218294487	ENCODE Processing Pipeline	badc0e2e36e6dcc153f238dee5ba97e8		https://www.encodeproject.org/files/ENCFF505BOW/@@download/ENCFF505BOW.bigWig	hg19				released	s3://encode-public/2017/07/20/e88b013e-45b3-467d-9271-78dedec1396a/ENCFF505BOW.bigWig				
ENCFF816DRH	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF083VSQ, ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	160800960	ENCODE Processing Pipeline	0bf3a8e7880d10629d5cf96e8751dd43		https://www.encodeproject.org/files/ENCFF816DRH/@@download/ENCFF816DRH.bigWig	hg19				released	s3://encode-public/2017/07/20/b3433b46-1966-4d1f-8af0-700bf8450ff0/ENCFF816DRH.bigWig				
ENCFF303TVZ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF271PVK, ENCFF434CQV, ENCFF678BIU	36479	ENCODE Processing Pipeline	814f0bb635cc8a5600eb2018921ab663		https://www.encodeproject.org/files/ENCFF303TVZ/@@download/ENCFF303TVZ.bed.gz	hg19				released	s3://encode-public/2017/07/20/8675c3c7-3415-4893-8229-f8394555b544/ENCFF303TVZ.bed.gz				
ENCFF551LWV	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF083VSQ, ENCFF545DZO	71781328	ENCODE Processing Pipeline	eda3c4b27806bb4bfb7c08ce3f960fd8		https://www.encodeproject.org/files/ENCFF551LWV/@@download/ENCFF551LWV.bigWig	hg19				released	s3://encode-public/2017/07/20/41faf6fe-fb4c-4388-82a3-cb404c1b6a99/ENCFF551LWV.bigWig				
ENCFF660VHC	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF303TVZ	115297	ENCODE Processing Pipeline	331ef8540a82cdae1ed5b17d3bdaad3f		https://www.encodeproject.org/files/ENCFF660VHC/@@download/ENCFF660VHC.bigBed	hg19				released	s3://encode-public/2017/07/20/a9332a1f-3e22-474a-9ea0-888412ccad70/ENCFF660VHC.bigBed				
ENCFF744MVR	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF083VSQ, ENCFF545DZO	232592649	ENCODE Processing Pipeline	48c8d44e013cec3c4be56e7431b0e9b6		https://www.encodeproject.org/files/ENCFF744MVR/@@download/ENCFF744MVR.bigWig	hg19				released	s3://encode-public/2017/07/20/ba54cabb-6fac-4b39-acfc-2d87b6899d6d/ENCFF744MVR.bigWig				
ENCFF431TJS	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF083VSQ, ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	449386393	ENCODE Processing Pipeline	7c2e39c74e82eecb305ff01f74a47aad		https://www.encodeproject.org/files/ENCFF431TJS/@@download/ENCFF431TJS.bigWig	hg19				released	s3://encode-public/2017/07/20/000bf23b-d910-4566-b044-e22bd2786b63/ENCFF431TJS.bigWig				
ENCFF678BIU	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF083VSQ, ENCFF545DZO	3364966	ENCODE Processing Pipeline	d6c07a3b94a1fe925fb64986b72cb4d2		https://www.encodeproject.org/files/ENCFF678BIU/@@download/ENCFF678BIU.bed.gz	hg19				released	s3://encode-public/2017/07/20/76451e11-c3e6-43b0-8058-0647cb4ea9b0/ENCFF678BIU.bed.gz				
ENCFF271PVK	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF083VSQ, ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	3911417	ENCODE Processing Pipeline	b1a4ae07c6b36e5ead839e85e0b59224		https://www.encodeproject.org/files/ENCFF271PVK/@@download/ENCFF271PVK.bed.gz	hg19				released	s3://encode-public/2017/07/20/a1c76ab2-763e-4fb4-8fc4-e85ddefdc618/ENCFF271PVK.bed.gz				
ENCFF434CQV	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF110OHA, ENCFF205RMR, ENCFF545DZO	3616303	ENCODE Processing Pipeline	dd542aa81f9d46b5460ec319fc70bc21		https://www.encodeproject.org/files/ENCFF434CQV/@@download/ENCFF434CQV.bed.gz	hg19				released	s3://encode-public/2017/07/20/65e82a3b-f569-438f-b4cd-c773e60631c9/ENCFF434CQV.bed.gz				
ENCFF361EQB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF678BIU	7211549	ENCODE Processing Pipeline	0d96f62717aae4d63251a7fbefa30dc5		https://www.encodeproject.org/files/ENCFF361EQB/@@download/ENCFF361EQB.bigBed	hg19				released	s3://encode-public/2017/07/20/272fd9ba-2e68-4f79-adc0-1d2671f12e9e/ENCFF361EQB.bigBed				
ENCFF169DMC	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF271PVK, ENCFF434CQV, ENCFF678BIU	31231	ENCODE Processing Pipeline	cc2907c0d39515f81885744191d6045e		https://www.encodeproject.org/files/ENCFF169DMC/@@download/ENCFF169DMC.bed.gz	hg19				released	s3://encode-public/2017/07/20/64db777b-d1be-42be-ae27-613f6d288346/ENCFF169DMC.bed.gz				
ENCFF325FVO	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF169DMC	106805	ENCODE Processing Pipeline	d9e83ed24c24e686dc4f47a490d0cb23		https://www.encodeproject.org/files/ENCFF325FVO/@@download/ENCFF325FVO.bigBed	hg19				released	s3://encode-public/2017/07/20/5e5c9579-035d-4de3-889e-59e2caa53cad/ENCFF325FVO.bigBed				
ENCFF270ACF	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF434CQV	7579151	ENCODE Processing Pipeline	6defd6974dcec4fe1a01a99e95aabd01		https://www.encodeproject.org/files/ENCFF270ACF/@@download/ENCFF270ACF.bigBed	hg19				released	s3://encode-public/2017/07/20/bf8adc3a-ced6-4dcf-b22e-96fd4f92847a/ENCFF270ACF.bigBed				
ENCFF193HBV	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF271PVK	10581897	ENCODE Processing Pipeline	fdf699bebcda06b3c3828da902404268		https://www.encodeproject.org/files/ENCFF193HBV/@@download/ENCFF193HBV.bigBed	hg19				released	s3://encode-public/2017/07/20/cc25132e-4703-4202-86e8-c19ba4e820e9/ENCFF193HBV.bigBed				
ENCFF949NJX	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS	218443611	ENCODE Processing Pipeline	fcaf30dc1ea4f9870c8ecd96d1b14ec3		https://www.encodeproject.org/files/ENCFF949NJX/@@download/ENCFF949NJX.bigWig	GRCh38				released	s3://encode-public/2017/07/20/05698d0a-7f49-4b61-8356-383b38ed9a27/ENCFF949NJX.bigWig				
ENCFF652AUB	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF477ZKJ, ENCFF935OOR	71815440	ENCODE Processing Pipeline	8dbf35a6dbfa5ba843ae7c5b1658dc16		https://www.encodeproject.org/files/ENCFF652AUB/@@download/ENCFF652AUB.bigWig	GRCh38				released	s3://encode-public/2017/07/20/c4a47e3f-481f-4153-9bbc-03937e787432/ENCFF652AUB.bigWig				
ENCFF499ZRE	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS	3618252	ENCODE Processing Pipeline	0683e0c9383655520f7b34a0fd7f44f4		https://www.encodeproject.org/files/ENCFF499ZRE/@@download/ENCFF499ZRE.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/f818507c-2ab8-4d8a-a16f-f81d9007e520/ENCFF499ZRE.bed.gz				
ENCFF684JML	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS	193884765	ENCODE Processing Pipeline	e3500d8ae389886f0912fcd050d2803f		https://www.encodeproject.org/files/ENCFF684JML/@@download/ENCFF684JML.bigWig	GRCh38				released	s3://encode-public/2017/07/20/bc78bb57-dd51-450f-a2be-394a0dab597e/ENCFF684JML.bigWig				
ENCFF024POC	bigWig	signal p-value	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS, ENCFF935OOR	160877690	ENCODE Processing Pipeline	b1cd4f0dac0fcde4bfbdcf5d81e46e0f		https://www.encodeproject.org/files/ENCFF024POC/@@download/ENCFF024POC.bigWig	GRCh38				released	s3://encode-public/2017/07/20/71ac1551-c7de-4cdf-ba45-f9757ac6edcc/ENCFF024POC.bigWig				
ENCFF778TNJ	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF477ZKJ, ENCFF935OOR	231931473	ENCODE Processing Pipeline	4c1a0a8ca257e179022701bdbbc365f3		https://www.encodeproject.org/files/ENCFF778TNJ/@@download/ENCFF778TNJ.bigWig	GRCh38				released	s3://encode-public/2017/07/20/1d751110-4427-4bf8-aee4-a39c6477e99b/ENCFF778TNJ.bigWig				
ENCFF294WAI	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF719MXF	121630	ENCODE Processing Pipeline	2593e66c49e5510753f19c4b888eaa49		https://www.encodeproject.org/files/ENCFF294WAI/@@download/ENCFF294WAI.bigBed	GRCh38				released	s3://encode-public/2017/07/20/505881b6-0c4e-46d3-8a83-a08f00fc0361/ENCFF294WAI.bigBed				
ENCFF349ZBJ	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF823NYZ	107832	ENCODE Processing Pipeline	60c3d13ca1eb3acd17dba616d9f43e33		https://www.encodeproject.org/files/ENCFF349ZBJ/@@download/ENCFF349ZBJ.bigBed	GRCh38				released	s3://encode-public/2017/07/20/db912049-e703-46d8-a97c-b8201c81fb04/ENCFF349ZBJ.bigBed				
ENCFF595QZS	bigWig	fold change over control	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS, ENCFF935OOR	450240031	ENCODE Processing Pipeline	1229aae6480ffffd9b5faee585c3d74c		https://www.encodeproject.org/files/ENCFF595QZS/@@download/ENCFF595QZS.bigWig	GRCh38				released	s3://encode-public/2017/07/20/25e15762-2ecb-46ad-9188-b5a3992f319d/ENCFF595QZS.bigWig				
ENCFF584ANN	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF477ZKJ, ENCFF935OOR	3361947	ENCODE Processing Pipeline	1e1470c900a23965d8e83852a5ed4974		https://www.encodeproject.org/files/ENCFF584ANN/@@download/ENCFF584ANN.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/e5ea1218-36a3-45b2-a10f-faf540fb1828/ENCFF584ANN.bed.gz				
ENCFF037RJX	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF499ZRE	7582617	ENCODE Processing Pipeline	db0db830f65b1c7cde1cfd44c2a051a5		https://www.encodeproject.org/files/ENCFF037RJX/@@download/ENCFF037RJX.bigBed	GRCh38				released	s3://encode-public/2017/07/20/ae798899-5900-4b8f-acc2-25ce95f16431/ENCFF037RJX.bigBed				
ENCFF849NNY	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF477ZKJ, ENCFF519GVE, ENCFF710SMS, ENCFF935OOR	3908600	ENCODE Processing Pipeline	e2ccbbb6323f854c8c7227d0976deb82		https://www.encodeproject.org/files/ENCFF849NNY/@@download/ENCFF849NNY.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/047d3c34-c243-46e8-8825-03085a167551/ENCFF849NNY.bed.gz				
ENCFF128DMU	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF584ANN	7207078	ENCODE Processing Pipeline	683fdf6215016579b257df7f343016d7		https://www.encodeproject.org/files/ENCFF128DMU/@@download/ENCFF128DMU.bigBed	GRCh38				released	s3://encode-public/2017/07/20/4701bfe0-17f2-44a9-bcd9-4bb7fb1f0620/ENCFF128DMU.bigBed				
ENCFF101MRQ	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF849NNY	10586175	ENCODE Processing Pipeline	73171fbcfe9c383dec19149f75588a3c		https://www.encodeproject.org/files/ENCFF101MRQ/@@download/ENCFF101MRQ.bigBed	GRCh38				released	s3://encode-public/2017/07/20/9fa6582a-285f-4934-b1f8-6ceaf56647a3/ENCFF101MRQ.bigBed				
ENCFF719MXF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF499ZRE, ENCFF584ANN, ENCFF849NNY	41175	ENCODE Processing Pipeline	8b84ec83c48271bb2b61da7e872c9821		https://www.encodeproject.org/files/ENCFF719MXF/@@download/ENCFF719MXF.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/fd81913f-a078-4ee9-91b5-cd20bac8afcf/ENCFF719MXF.bed.gz				
ENCFF823NYZ	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF499ZRE, ENCFF584ANN, ENCFF849NNY	31502	ENCODE Processing Pipeline	92fe103819a4e2b86c7b7dc84b57743f		https://www.encodeproject.org/files/ENCFF823NYZ/@@download/ENCFF823NYZ.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/37e9a624-d826-4b83-85e4-30d96710db17/ENCFF823NYZ.bed.gz				
ENCFF000VUG	bam	alignments	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				1	1							528902339	Michael Snyder, Stanford	9ccc6afc6499fa96e8af6b93bb3a3c39		https://www.encodeproject.org/files/ENCFF000VUG/@@download/ENCFF000VUG.bam	hg19				archived	s3://encode-public/2012/07/01/a41e46d9-2a3e-4e68-a7e5-108ee3e030aa/ENCFF000VUG.bam				
ENCFF000VUH	bam	alignments	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				2	1							619299146	Michael Snyder, Stanford	5fd5098812b16ba7ea54b3a2540d3d20		https://www.encodeproject.org/files/ENCFF000VUH/@@download/ENCFF000VUH.bam	hg19				archived	s3://encode-public/2012/07/01/c164c8ad-e6c4-463f-8f1a-6cb0227470eb/ENCFF000VUH.bam				
ENCFF000VUI	bigBed narrowPeak	peaks	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE											ENCFF001VEE	353670	Michael Snyder, Stanford	6e5e1ca8ff3e6ef19ea78b3fce45fd9d		https://www.encodeproject.org/files/ENCFF000VUI/@@download/ENCFF000VUI.bigBed	hg19				archived	s3://encode-public/2012/07/01/a803307a-d084-4a2e-a1d2-fc1638a89f7a/ENCFF000VUI.narrowPeak.bigBed				
ENCFF000VUJ	fastq	reads	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	36		single-ended				904064332	Michael Snyder, Stanford	66fbeb5f05fa677f586b5baa9c0ea687		https://www.encodeproject.org/files/ENCFF000VUJ/@@download/ENCFF000VUJ.fastq.gz			Illumina Genome Analyzer	/files/ENCFF000VWD/	released	s3://encode-public/2012/07/01/25ac0a07-61f3-4b1b-9ac0-9bc4158e2ec4/ENCFF000VUJ.fastq.gz				
ENCFF000VUL	fastq	reads	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	36		single-ended				1071631270	Michael Snyder, Stanford	c9437c2495ceabf169364c2e44b48e86		https://www.encodeproject.org/files/ENCFF000VUL/@@download/ENCFF000VUL.fastq.gz			Illumina Genome Analyzer	/files/ENCFF000VWK/	released	s3://encode-public/2012/07/01/4c50442e-77b6-4371-9137-ff632c4d64e8/ENCFF000VUL.fastq.gz				
ENCFF000VUN	bigWig	signal	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE												256792396	Michael Snyder, Stanford	20869ed39ea25615b34d6e6f732aff06		https://www.encodeproject.org/files/ENCFF000VUN/@@download/ENCFF000VUN.bigWig	hg19				archived	s3://encode-public/2012/07/01/6d3484c7-1350-477c-943d-fc9becb70e48/ENCFF000VUN.bigWig				
ENCFF001VEE	bed narrowPeak	peaks	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE												144487	Michael Snyder, Stanford	d91c60a45bde38fbb0180074759b8c03		https://www.encodeproject.org/files/ENCFF001VEE/@@download/ENCFF001VEE.bed.gz	hg19				archived	s3://encode-public/2012/07/01/02f94d33-9bfe-4b7a-b934-025f22bfb2e8/ENCFF001VEE.narrowPeak.gz				
ENCFF002COR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE												91273	ENCODE Consortium Analysis Working Group	6c7a8a4cdae4db29921014968fe79a1f		https://www.encodeproject.org/files/ENCFF002COR/@@download/ENCFF002COR.bed.gz	hg19				archived	s3://encode-public/2014/06/06/e946d5e3-c573-46bb-bd47-61f0d61d2cc4/ENCFF002COR.narrowPeak.gz				
ENCFF758FQD	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE											ENCFF002COR	328389	ENCODE Consortium	606a69065c2fff20b5af7c9309e0c450		https://www.encodeproject.org/files/ENCFF758FQD/@@download/ENCFF758FQD.bigBed	hg19				archived	s3://encode-public/2015/06/02/d0195677-31e4-435d-b921-7b250d88350d/ENCFF758FQD.bigBed				
ENCFF189DMF	bam	alignments	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				2			28				ENCFF000VUL, ENCFF643CGH	735651956	ENCODE Processing Pipeline	b13ca4c87c6add46e307fa3288781efe		https://www.encodeproject.org/files/ENCFF189DMF/@@download/ENCFF189DMF.bam	GRCh38				released	s3://encode-public/2017/01/05/0ea51d81-14d1-4f16-b2db-6b73286fa3fc/ENCFF189DMF.bam				
ENCFF781WSB	bam	unfiltered alignments	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				1			28				ENCFF000VUJ, ENCFF643CGH	933520367	ENCODE Processing Pipeline	8018f202b42f8179c31f8576129972e8		https://www.encodeproject.org/files/ENCFF781WSB/@@download/ENCFF781WSB.bam	GRCh38				released	s3://encode-public/2017/01/05/8ebd6c95-1aa5-4c9d-bc08-aad140b49963/ENCFF781WSB.bam				
ENCFF926BIU	bam	alignments	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				1			28				ENCFF000VUJ, ENCFF643CGH	606772471	ENCODE Processing Pipeline	9a89b67e1c96ff07478d3dcbf0297867		https://www.encodeproject.org/files/ENCFF926BIU/@@download/ENCFF926BIU.bam	GRCh38				released	s3://encode-public/2017/01/05/7a6d6059-43e0-4fed-823e-e98217f6e28a/ENCFF926BIU.bam				
